query_id,text
13298577_gab,yeah who knows maybe or hes just mentally retarded
14503035_gab,had they been dune coons jewess kohn would have called them peaceful protesters who were responding to discrimination and a racist society followed by jewscolding on how the natives need to adapt to immigrant demands whites advocating for white interests scares the shit of them
13438032_gab,ok so i have been off twatter for some time now so i may just be rusty but has leftist kike trolling actually gotten worse in quality than it was a year or so ago
1178359187253923840_twitter,what did meek say niggas fuck they bestfriends like they was dykes 😂
1107384378328563713_twitter,<user> you ’ re retarded if you believe this
1240075635776782338_twitter,so we all just house niggas huh
13925301_gab,true lotta coons in antifa
26822908_gab,ms <number> and arabs pouring into the us from the south
27438106_gab,the calibre of labour mps anti white mps must be designated her father ran off with a <number> yr old her mother poisoned her lover did <number> yrs in jail became an mp by default and told raped white kids by her paki brothers to shut their mouths
1125391867611271168_twitter,to all my muslim moots mute me just in case
1227745250019553282_twitter,<user> <user> nah nazis are evil
12158323_gab,for all the muslim goatfuckers
1169959895963242501_twitter,<user> <user> what kind of retard falls for this
1106601398278344706_twitter,<user> <user> <number> youtube demonetizes prominent leftists yet never touches nazi shepherds and sympathizers fuck that
1251685574546583553_twitter,ugly women posting selfies is harassment
1265634407123087361_twitter,bts making go on that ghetto ass orange app why can ’ t y ’ all just put everything on spotify please
23344825_gab,sorry middle east and country like syria problem is from islam kill the nonmuslim that includes people who live there that why it is not going to stop it western will not be there in those areas if there was no oil or care or even bring them to western
6469864_gab,if our civilization is not superior why do immigrants flock here rather than stay in their native regions the united states is not geographically contiguous with syria
1178976586168754177_twitter,so now in nyc you get a 2 5 0 k fine for saying illegal alien the official term for a foreign national living in a country without authorization but get over the use of the word nigger niggers tuesday thoughts
5029568_gab,charlie daniels ‏ <user> twitter assad of syria has said in an interview that there were terrorists among the refugees check it out
1317411_gab,<user> bit worried about the generalised threats bit offended snowflakes are threatened by everything would a call to protest in person against a mosque that was spreading radical islam now be forbidden remember censorship is a slippery slope best not start
6088153_gab,we must secure the existence of our people and a future for white people altright hdnw jewfreeamerica
15900511_gab,this nigga supports homo jews diddling kids
17345319_gab,no it does not you are again all about the blank slate races behave differently you sit there with stupid retarded platitudes while your race and culture are overrun and erased but it all good because you feel good about yourself enjoy your bliss
1212907875997061120_twitter,hey hawaii vote this fake dem nazi c*unt <censored> out of office the world is watching and we are holding you accountable gabbard
27070569_gab,you jews would not even need to drug that bitch up you would not even need to rape her lmwao
1178393878686310405_twitter,<user> <user> <user> omg they actually said that shit disgusting and they get mad when you call them white supremacists
22025922_gab,not hard to understand why canadian asians are up in arms over calling moslem pedophiles asian
15756713_gab,i so hope this jew hating pope is killed by one of his muslim buddies
16812150_gab,it was nothing similar jesus parents had to go to bethlehem to pay their taxes the il legal immigrants did not owe us taxes
17857551_gab,since this time last year ten pakistani girls under the age of nine have been raped and murdered in the city of kasur what kind of men are those paki blokes if they can not even protect their wives
1145350924539432962_twitter,having a period every month is so ghetto
4630804_gab,the tsarnaev brothers remember them sorry you may know them by another title bostonbombers shocking they were also called refugees what are the odds that islamic muslim refugees commit terrorism on the people and country they are taught to hate gabfam maga americafirst islam
15244463_gab,if you are a woman who worships the demon god allah then u are blind bc his prophet allowed the rape of non muslim women said that hell is mostly filled with women that women have half the brain of a man why do you worship such an evil god
9506123_gab,the reason that world globalist l and religious leaders including the slime in hollyweird have embraced open borders and islam is that it is fundamentally based on pedophilia i.e. child marriage the lid is coming off
10360725_gab,knowing historical facts is now an example of white supremacy
1178877345190596609_twitter,<user> <user> <user> you must understand dear media is under globalist and globalist wants civil war in the world that why they using islamists ppl in europe against white n india also
1108134533830983680_twitter,<user> damn i forgot you do security lmfao you do not count tho hoe lmao
22894345_gab,i used to think that nigger babies were the ugliest things known to mankind then i decided to take a look at kikes and my opinion has since changed
1178816845987467264_twitter,me literally dyke and faggot do not offend me straight white boy probably named caleb bro ur a faggot me first of all
1178638236706578432_twitter,jasmine tweeted this man job and still got to tweet and i told drew brees i beg your nigger ass pardon and got disabled for <number> hours
1387997_gab,paul joseph watson ‏ <user> 2 m2 minutes ago paul joseph watson retweeted bernie sanders bernie is right the diversity of women hating gay killing minority oppressing middle eastern dictatorships that fund hillary is varied
1178852897423073283_twitter,fuck it i am finna start watching power w the rest of you niggers
1086804965186830338_twitter,“ i don ’ t have to respect women i ’ m gay ” kevin
1126531468371611649_twitter,<user> let compare body counts also your son is a nazi so great work there too
1254181453186904073_twitter,<user> this ghetto af gimme one
13910153_gab,math algebra reason the work ethic the nuclear family all halloween costumes and all white people in general are racist so yes count me in metoo
1182401417996390405_twitter,<user> erdagon will take care of that he will replace them with arabs
20557451_gab,just throw a faggot in the mix
19069983_gab,i wish this faggot would die already someone send him a pepe strobe gif and cause him to stroke out
15477151_gab,what a sundy ghetto store a pawn shop
9845733_gab,do not for get my followers the jews have declared war on all whites the jew will lose this time and we will not just asked them to leave but to burn in a real holocaust
1178102999090188290_twitter,<user> ching chong your dog is gone
1227082533197766657_twitter,saying “ my kids ” “ my bd ” is so ghetto this man violated 🤦 🏽 ‍ ♀ ️ 😂
14388377_gab,would you please post something on a public forum explicitly advocating for violence pretty please thx
7975029_gab,put blacks on welfare isolate in ghettos keeping them down put refugees in isolated communities not helping them assimilate repeat repeat repeat no learning what does not work
1079764546632351744_twitter,hi boragays happy new year 🎉 🎆 🎇 💜 did you miss my au update are you guys ready 😎 👀 i will update once the poll ends 😘
22626521_gab,shes hoping some bluegum will rape her dried up old liberal ass
8607173_gab,denver has a black problem a muzzee prob and a wetback prob
1820844_gab,<user> nigger dyke
1179051101653520384_twitter,<user> bitch i hate you lol
1178718171714457601_twitter,<user> <user> <user> socialists complain about white liberals all the time the problem is not that they are white it that they are liberals
1113705567782969344_twitter,<user> <user> there shd be a film called no hindus in kashmir wud be perfect islamic fanaticsm movement in kashmir
5162821_gab,as tears ran down cardinal timothy dolan fat cheeks he begged that all the refugee immigrant muds not be deported for he knew he needed a fresh supply of brown boy meat racistfanfiction
1178746286364925952_twitter,i made her fuck her best friends like they was dykes
22090868_gab,i would support hezbollah if only they would support palestine turning a blind eye on their fellow arabs makes them complicit imo
1173759037822898178_twitter,you all still be cuffing the hoes tho so
21043320_gab,un double standard we did not see tears when more than 3 k kids in west aleppo were slaughtered in cold blood by jihadi rebels and buried without un propaganda sheets
16524662_gab,good luck collecting mate the arabs do not play the guilt game the way we whites do
21657308_gab,hahahahahahaha the tweets sadick gets are brilliant 👏 when are these tweets going to become reality oh and he calls his paki mates minority he a joke paki moslems are the majority in london now sadick
1182982995998924801_twitter,i ’ m protected by these ghetto angels
9634543_gab,that really brave of these four women on cnn to publicly state their iq with their hands on national tv kudos for being honest for once with the <number> people that still watch your fakenews delusional globalist liberal entertainment channel cnn cnnisisis cnnblackmail msm <user>
9747099_gab,🎶 o the white man worries 🎶 but the nigger do not care 🎶 cuz at the end of the mumff 🎶 his check will be there 🎶
1144813572725383168_twitter,i like when they pretty and ghetto type of bitch that don ’ t even say hello 🥵
25730290_gab,tfw how the daily stormer protects a spic like he some kind of god
15575558_gab,i can figure out how to lower the security costs of the lyon christmas markets arm the citizenry and actively encourage volunteer militias to secure the marketplace and the township beyond or lock every mudslime up on their council estates for the duration of the holiday season your choice france
18455479_gab,what does this fat ass jew have against white people should not white people be concerned with the browning of america he is a pure left wing ass
1181734615939043328_twitter,after some contemplation i ’ ve decided that i fucking hate drinking alcohol
23511924_gab,if trump bombs the living shit out of syria surely a million of more refugees are going to flee to europe and elsewhere jews have lots of practice pulling on goyim heartstrings promoting this except of course for israel
14482037_gab,you are so silly civil rights gay rights trans rights movements are all for equality they just have focused mras do not fight for women rights they fight for men which is fine and all <number> feminists agree that women should get drafted done and done
1172604807300943872_twitter,<user> runs in conjunction with more migrants muslims blacks
1178215872558698498_twitter,<user> fkn ayye you are so sober up yah big dumb gay faggot ass pussy bitch love yah ed muffin
19037287_gab,fat retarded liberals are stuffing their faces with your food stamp money right now and they hate your guts
1111582276847104000_twitter,you shipyard workin niggas are irritating hope you all get fired bitch
10062055_gab,lesbian police chief fired white male officers just got sacked by burqa betsy who chose murdering mudslime over gay vote whatever will burqa betsy do when she loses election and police do not respond to the calls for help when her mudslime demand entry to her home and bedroom
1178516230098976769_twitter,fuck yeah kill that white devil the terror infamy
10706529_gab,yes mam it is sad our own kind race hate us i have always said it trump is not for the southern people he has not called out the blm only pro white groups get ready the hurt is coming and nigger pwr is on the rise
12121445_gab,protesters bcome rioters min violence starts all should be arrested prosecuted of course these fucking cops are not going <number> do shit as usual per orders i understand states make own laws but police should be under federal control so politicians can not stymie <number> agenda
12704927_gab,this is the reality of islam we do not want this on our soil end creeping sharia end muzslime takeover of usa
12297748_gab,dear america for my friends everything for my enemies the law sincerely sanctuary cities blm antifa city of berkeley illegal immigrants sjws hollywood celebs the swamp leftists rinos democrats obama hillary facebook twitter apple google
4088576_gab,q why do blacks wear white gloves a so they do not bite their fingers eating tootsie rolls
27162886_gab,unfortunately unless right wing parties get <percent> the others will form a coalition to keep them from power carry on the moslem cock sucking ruination of sweden moslems are the problem
1237912216013344770_twitter,coronavirus gone platinum with no features and she ain ’ t even hit africa yet beyonce has been mighty quiet
12907697_gab,wonder if amsterdam red light district has changed the sand niggers just love pussy but they prefer rape to a commercial arrangement makes them feel like the men they are not inbred scum kill em
2908812_gab,yahoo ran with fake muslim harassment story as headline for two days straight commented to them for two days that this was unverified and they should not report as fact buried the news that she was committing crime to about 2 5 th place today they purvey fake news daily <user>
1178988938146521089_twitter,<user> looks more like white trailer trash
13309159_gab,why do not you move to the ghetto if you like blacks so much
15219656_gab,jean is absolutely retarded and apparently a heeb dickrider
1178401026308636672_twitter,im anti racism but pro normalizing words like faggot and nigger and kike and so on theyre just words lmao
15174706_gab,that kike jewess totally inbred only another piece of garbage would ever sleep with her
1196166767221055489_twitter,<user> do you see many immigrants wearing sandals flip flops in the snow like we do here
1178891409484468225_twitter,some girls going around exposing ppl aib beh kene sikit nk ching chong lebih haha
21645764_gab,if ur watching niggers play with a ball ur part of the problem sports is for retarded cucks u should not even want to look at it 😑 i thought u were smarter than that 😑
18532486_gab,i have no doubt rads would say i sound kike you
15169854_gab,translation sand dwelling muzzies are closet faggots
21814903_gab,well you guys have moved on from twp and are attacking cantwell and paul nehlen now who next american nationalist you wanna come at me too do you fucking cunts even attack jews once
1178960780219301889_twitter,<user> kill yourself o 🙄
1178807580396806144_twitter,bitch sun dyke moon cunt rising
1082395663042822144_twitter,<user> <user> really soubry is an affront to all nazi ’ they ’ d be pissed to be linked to that traitorous media whore
22295528_gab,trump for fuck sake use that military money to instruct the army corps of engineers to build the fucking wall via the <number> fence act you can even declare a national emergency for kicks no dumb nigger can stop you with this supreme court in play like that
1179060420558147592_twitter,<user> <user> <user> well semites are a race that includes arabs mandaeans syriacs samaritans and jews this is why i consider the term anti semitism as racist as if arabs did not exist instead i say anti jewish bigotry this makes way more sense
16324773_gab,the worst film of <number> hopefully worse than that lesbian ghostbusters variant with that fat nigger a few years back
11957582_gab,as far as the pewdiepie thing goes there nothing inherently pejorative about the word nigger nigger is derived from the latin niger for black all nigger literally means is black nigger niger black no shitlib has ever coherently articulated why saying black is okay but nigger is not
6881962_gab,what a <number> year old black man doing with a <number> year old white woman anyway
5844955_gab,what the fuck is nothing sacred i just saw new farmersonly com ad with a nigger and racemixing they must have found a few leftovers from the cotton fields
1179533482944614401_twitter,<user> well like they are lesbians for a reason lmao
1237057972246724614_twitter,<user> <user> why do jews constantly have this dead resentful stonefaced look about their faces
15911604_gab,um but you do realize that jesus was a kike and that christianity was originally another like cult right
1178762446271582209_twitter,i ask jim how to steal a pop socket from target and he told me to get a scooter and act retarded
1212429446944370688_twitter,tonight we all gunna be in the ghetto 🤷 🏽 ‍ ♂ ️ 💥 💥 rah ta ta ta
2743217_gab,white supremacy explained people fear black men because they will beat you to a pulp without raising a sweat people fear white men because they will vaporize your entire city
1175430580038582278_twitter,i respect any nigga getting to it idc how you make your money my gee just feed them babies
9995600_gab,the uk has threatened to return radioactive waste to the eu if an agreement cannot be reached can not we keep the radioactive waste and send back all the paki migrants instead
1178605473743982594_twitter,me 🤝 looking like a dyke every day
1196904557869056000_twitter,y ’ all want your kids to be retarded lol
3668050_gab,<user> meh looks like a raghead to me
1080448696486121472_twitter,<user> i am delighted peter sweden is as retarded as his twitter career suggests it ’ all very quaint and comfortable
1270979246450761728_twitter,<user> <user> cunt ended up helping the nazis wanker
1166008203118862336_twitter,<user> listen to i know places not even thinking about taylor just listen to it and its just so gay
1113640929330585600_twitter,maybe ban the nazis before u wanna worry about me tweeting something for the thousandth time
25983525_gab,thorpe also reveals perhaps less consciously how many liberal jobs are dependent on an abundant flow of refugees – while giving detailed accounts of the refugee swag bag
11738380_gab,fight white apologists i am white i have not terrorized anyone please do not speak for me and do not fucking ever apologize for me
1165301513226510339_twitter,<user> <user> you sound like you are reading from a neonazi playbook
12052665_gab,the church preferred communism to nazism because the latter had the potential to make them obsolete unlike stalin this kike butchers hitler took a far more tolerant approach only imprisoning priests believers when they opposed him knowing the appeal of racialism meant time was on his side
1178548344483770368_twitter,my cousin is a faggot
8549116_gab,i have watched edl for a long while it now looks like a revivification of overtly fascistic national front skinheads neo nazi and exploits opposition to islam to advance white supremacism this i oppose almost as much as islam it not what my grandparents generation fought died for
23826033_gab,nick fuentes confirmed spic neocon
3195383_gab,<user> exactly right every time i hear these fools saying radical islam i want to scream no you imbecile it is islam period these are faithful muslims that are becoming terrorists damn the world better wake up fast
23607134_gab,you get flak when you are over the target but you do not hit a moslem target if there are not dead kids used as human shields
13637316_gab,america does not pass as many anti speech laws because 1 st amendment corporations churches and mobs of brainwashed masses are already pretty effective at shutting down dissident voices by using violence and by getting dissenters fired people like to feed their families
1110963566687862785_twitter,<user> of course <user> would like a post about illegal immigrants
22258735_gab,<number> of americans are mentally retarded
17402360_gab,any society with the ability to do these things would have no problem defending itself against early white men africa has not changed in thousands of years and when white people tried to help they were slaughtered and africa returned to the dark ages your ancestors were always primitive
8038951_gab,just remember that the bitch commie girlies and their low iq muds are going to slink beneath the shield of the cuckservatives and alt lite when their independent operation folds like a congolese coup then we will have our civil war with someone who can fight
1187305859602407424_twitter,<user> <user> yep they are borderline retarded
16397101_gab,well cuz da jews suck dose babydicks
12323992_gab,<user> police girl as dick cop faggot officer maggot
1179077523277107200_twitter,<user> <user> <user> <user> but guilty by every white person
15293224_gab,the conversion to metric would make that <number> jigaboo watts i can do it on the fly because i am always having to convert nigger watt hours to jigaboo watts
24850856_gab,you have no sovereignty your foreign your a mudskin shitskin homosexual animal abuser who masterbates to the kardashian show go find a woman little man
17145782_gab,so you admit jews have power and they use this power obviously to hurt white people you seem like the faggot that would suck off a kike not me if whites begin to be nepotistic and do what is in their own best interests jews will be poor inbred gypsies
23844303_gab,they are lighter skinned arabs with phoenician and other relict populations mixed in hardly white but still i support them and their right to exist in the face of kike oppression
26470762_gab,andre the nigger angloons colostomy bag tard corral is imploding lol
8172148_gab,singleshadeofislam to them women are less than things
1179063247892340736_twitter,<user> they are ready to rape her themselves
1144115026749358080_twitter,when you watch king like movies do they start off with a nigga cashing a bitch out at the gucci store 😂 😂 😂
15320394_gab,trump just destroyed msm insanely expensive propaganda and cover up of illegal immigrants violence in western cities from usa to europe and he did it with <number> rts
14763020_gab,that must have been quite the fine woman where have all the good women gone
1216939233920708608_twitter,lol come on guys nazis in facebook it funny
5685446_gab,egad my home is being invaded by black ants i wonder if this is some sort of cosmic symbolism for the third world immigrant invasion probably not i have not heard of any mexicans getting crushed by the thumb of damocles
3389354_gab,has germany gone mad <number> of germans see no connection between refugees and terrorism
4012084_gab,<user> not the young male coons sand niggers and snowflakes these have no dependents no jobs no standing in the society free to wreak havoc upon the society
18596533_gab,national capitalism now no wanting people to have money is hatespeech and stop calling it national capitalism we jews decided political dissenters of zionism should call themselves national socialists so that conservatives and christians capitalists never listen to them
1261845551877885953_twitter,assuming jeff already is a trillionaire if he was to be muslim he ’ d pay £ <number> billion zakat
1264228895827480576_twitter,<user> <number> bank islam
1089746717677899782_twitter,fucking hate bts stupid band intensifies
18710327_gab,an aids of faggots
1179086608953249792_twitter,<user> <user> <user> you muslims killed raped hindus for over <number> centuries and now you shameless jihadi equalising that atrocities against us with a mere killing what godse ji did was necessary got it
1162719403194159105_twitter,<user> you ’ re a retard
1182061658413424641_twitter,<user> and the millions of freeloading illegal aliens are not contributing to the power usage at all suckers pisshole
1447535_gab,anti trump protesters set us flag alight during portland march so disgusting men and women risk there lifes fighting under this flag every day go fucking move to mexico or north korea if you do not like democracy or go to germany and get raped and then realise how fortunate you are
1144009375465369600_twitter,it ’ a hot girl summer when me and lani get our braces off so u bitches need to wait
1225091849406308357_twitter,<user> i look gay
1165639079196839938_twitter,<user> <user> this has nothing to do with ching chong kim jong
1115874362681434117_twitter,<user> people who are responding to this tweet are retarded he was <number> they all say stupid things give them hell winnington
1178011413417201664_twitter,i think im gunna start a dyke club here at mary wash
22904814_gab,getting rid of the rich the businessmen and businesswomyn and whigger middle class would solve most of the problems once these inferiors can not lie steal and cheat most of their businesses will go under do not forget the jews lived in shitty smelly ghettos before being emancipated by satanic whiggers
15223561_gab,i guess morgan freeman is restricted to only being authorized to play the wise token nog in predominately white movies
11545606_gab,mexicans can be as retarded or sophisticated as they want in mexico where it not my problem
1179104812157276162_twitter,do not blow your horn at me cuz you can not drive bitch
16361344_gab,another one bites the dust scroll down a little in the center column alex kozinski a judge on the u.s. court of appeals for the 9 th circuit comes days after allegations by <number> women that kozinski had subjected them to inappropriate behavior including having clerks watch porn in his chamber
1179045348175683585_twitter,<user> <user> <user> all those illegal aliens 🤦 🏻 ‍ ♂️
16539519_gab,take this you evil nazi fool does the roman salute and doesnt know we jews invented hitler so that conservatives wouldnt listen to patriots like him nazism is just another form of mind control to instigate division among whites prevent them from joining forces as a tribe
2908903_gab,never forget if hillary had won legions of third world migrants would have been imported the horrific crimes and social breakdown we see in germany would have been repeated in the us and women would have suffered the most maga trump
22953083_gab,hypothesis jews push miscegenation on whites because jews themselves race mix and religion mix in such high numbers that they do not want to feel like bigger oddballs than they already are in gentile nations like the us mixery loves company
19633206_gab,not shocking when u look at the number of muzzies in uk security
1178050983923982337_twitter,britains got talent i was thinking trailer trash but no she funny
22193205_gab,i got <number> min into it the jews control the hierarchy through money manipulation ie he who has the gold makes the rules
25459079_gab,i am sure there are some ghetto niggers here in the us that are full retard many can not even construct the simplest of sentences just nigger babble
19429534_gab,nothin <number> c here buncha coons lining up <number> free stuff
1234374288741765120_twitter,im gay i love fathers dm for dilfs
23636221_gab,that because the citizens are picking up the slack for the trash the muzzies don t pay for just generate
2105236_gab,tim kaine wishes 1 8 yr old refugee had a gun maga
1179105274231246848_twitter,<user> i aint talking bout you negro
1171270708267290625_twitter,i just had the most white washed tacos tonight
4370649_gab,<user> she has guts at least her canadian values for immigrants policy is being skewered by our lefty media ad nauseum can she hold the line like trump did we will see
18578069_gab,all islam is is ghetto nazism
1177321521133625345_twitter,forever lean stripper pole bitch this nigger purple sprite
3436090_gab,blow up some buildings blow up a marathon rape women and murder a bunch of queers in a club stay all you want expose a democrat e mail conversation get the fuck out of the country liberal logic
1106339422038048770_twitter,<user> how come you guys do takfir of muslims and search for faults in every <number> this <number> quality makes me sad
13980716_gab,dunno not good enough he should offer his wife to the negro as
25835435_gab,a demographer notes with mild alarm that in <number> minority birth rates fell faster than white birth rates who will supply gays with fatherless niglet boys if these trends continue
12691758_gab,yoh jared you mother fucker do i not look white to you do i look like some jungle bunny jigaboo spear chucker from the rain forests of uganda or some shit how is it i am not white and i promise you i ain t an albino
23223273_gab,if kamala harris was stuck in an elevator alone with imported orphans and widows how many times do you think she d be raped before they killed her yet she jokes about killing trump in an elevator mhm can not get much lower than she already is
1179694233835495424_twitter,<user> <user> arabs are so fukin idiots
1178157454783324160_twitter,<user> <user> it would not make it good but trailer trash
14410879_gab,it does not matter what this kike would rather it matter what we would rather we would rather gab had a larger audience than twitter does anyone remember myspace it only a matter of time before twitter becomes a place no one cares about because they are soft and lazy
1178931079723405317_twitter,<user> not newsy that his redneck followers sticking by him now what about his sponsors and advertisers that surely more newsy 😂
14840198_gab,this bitch is ugly on the inside and out hope she gets a job cleaning toilets and that it
1181490863949647873_twitter,<user> i jus don ’ t think it should be in a kid show 🤷 🏾 ‍ ♂ ️ ian homophobic but i ’ d cancel it too
12713463_gab,if they want to truly boycott the nigger felon league not cutting the cord makes their protestations futile <money> per month goes to espn and you do not get a choice whether it included in your package or not
1093415982893285377_twitter,<user> he ’ an illegal immigrant making millions hasn ’ t paid taxes and has committed felony i believe
1178517405536010241_twitter,<user> the bravest chinaman i know is <user>
1179041764763504641_twitter,<user> <user> biggest coward chinaman satanist lee hsien loong criminals had audible talks past few years it started in <number> he got his criminals to loiter at my 1 9 8 0 address they gossiped false information around <number> <number> and <number> marsiling lane singapore
1192343269054660608_twitter,<user> we have one retard our country too he will beat her hollow he can make her look like a genius 🙃
1173565646770229248_twitter,adulting is the nastiest most ghetto thing ever created and i want nothing to do with it
20651138_gab,jews are behind the muslim religion and people
1178971709975728128_twitter,im tired of seeing that black and white ass eating video the bitch thats shaped like squidward and the the girl getting fucked and then suckin dick like bye
1184089604380676096_twitter,i get my car nd i ’ m back mobile today bitches
1097026491919917056_twitter,locals are no less than jihadis who pelted stones on the injured soldiers and the liberals cry when they are hit by pellet guns
23287684_gab,so i have been twitter banned still no one cares about the real crime a nigger did steal her oscar
4730172_gab,people who use gab are nazi people who voted for trump are nazi delete uber or your a nazi hm installing uber now had i never actually studied the history that these retarded extremist leftist obviously did not i would be convinced that these nazi fellows were pretty awesome guys
1178771669336416256_twitter,top quotes from tonight include <user> saying they are a slytherin and proud because they are fucking queer 🐍 also gryffindor is so heteronormative and basic it for people who have the personality of bread and courage 🍞 🦁 bam ein publishing <user>
21441395_gab,what is behind the treasonous uk govt actions mooslim oil money or jewish money
1179097432799563776_twitter,tfw you realize woman were made to wear skirts because it made it easier to rape them hashtag pants gang
23262144_gab,baked alaska is a retard who copied people all his life he is a parasite who attaches himself to popular ideas never came up with an original idea in his life
17084794_gab,iranian women risking prison or even death by removing their hijabs feminist in the west wear a hijab like it some sort of medal fukin idiots freedom from islamic rule is all they want
11756798_gab,so a harmed reputation is meaningless as he mostly immune to that um ya well if all that is true then why did <user> run off to gab legal like a raped bitch mudshark on her prom night
12593052_gab,best comment in the og thread feminism is needed nowadays it flags undatable and crazy women so the world can avoid them more easily
13163130_gab,i signed up for pandora in a ghetto city and all my ads are aids prevention pills and gun crime psas 😂 🤡
4545816_gab,imagine if someone wrote a <number> page racial history of jews white interactions in europe and casually noticed that millions of jews had been baptized and became faithful productive citizens that reversed is what i hold e michael jones has done teamwhite
13843144_gab,you know that those catalonians are all muslim sand niggers that want to create their own sand nigger state in europe right
4068077_gab,<user> you do not know that no arabs are allowed in kurdistan beyond sunset if they have legitimate business like truck drivers r more americans per capita in isis than there r kurds very very few most are giving their lives and treasure to protect yazidis christians assyrians
12442595_gab,that high verbal iq did not help that one heeb it would seem that basic bitch knowledge
9298514_gab,that wintrich or whatever faggot needs to go posobiec too
4665932_gab,mudder theresa may is a useless mudshark and no mistake
1146423210973573120_twitter,<user> <user> but answer the question first ya islam mein sawaal puchna bhi haraam hai
1229760197847109632_twitter,<user> <user> shit thats a lot of white people in one photo pier would love that
27792370_gab,i bet overtly was invented by jews 🖕 😡 🖕
27603045_gab,his momma a jew bitch
1164745213648261120_twitter,you don ’ t never fuck yo niggas bitch n you don ’ t never sneak around him
1621695_gab,<user> it de blasio a libtard illegal and moslem supporter
24211592_gab,the kike in question is the one in the video yelling at the cops they did not do anything wrong
22679682_gab,whites should all transfer to other schools making this one exclusively a nigger institution
24495849_gab,how is libertarianism a nigger ideology
1106214175917920262_twitter,these hoes do not have a plan
26327600_gab,<number> months he got he was on a suspended sentence they have sentenced him to death our prisons are full off moslim extremist
7724826_gab,so no gay old dudes for you sad
1179092807086034944_twitter,<user> sorry that paging dr faggot does not land anymore
6151161_gab,didnt think some had minds sand niggers dont
1252956565440692225_twitter,<user> bruh isp aint shit especially if theyre nosy conservative arabs 💔 take ur precautions
1113924438838382592_twitter,<user> they don ’ t care about americans they only care about illegal immigrants
10043208_gab,jy kelly8 hours ago edited if she really wants to act like a moslem she should get a little bit of the fgm that these scum love so much this bitch makes me sick at my stomach libs like her are the reason trump won ﻿
1178981128931172357_twitter,<user> <user> <user> this thing is not white supremacy account that follows a bunch of racists and nazis you low iq trolls are so predictable
11070535_gab,and what if we told her that a bunch of misogynnist homophobic anti christian anti semites need to go live with the other arabs that do not want them
25520976_gab,la tradución es una mierda kike soy español y ponen vuestra base de ingles de mierda de izquierda comunista
22071691_gab,i will have to look into it but i never hear stories like the english prison muslim stories from people who have been inside in scotland they seem to enjoy it for the most part lol
1227146014005567488_twitter,damn fucking hate this university bullshit
18572524_gab,in portland we have had alotta businesses have to put up walls where doors once were to combat chronic shoplifting which increased as the liberals spread their foodstamp ghetto culture here in the hopes of making everything all better
18011595_gab,i am waiting for marvel or dc comics to put out a new pc action hero captain shithole saves the universe a disabled black islamic tranny saves america from evil white people with his sidekick a giant whale opra fighting by his side
1178902450675355648_twitter,gaines it supposed to touch a dyke
15985299_gab,a group of zebras claim they witnessed a white rhinoceros fleeing the scene chimp news network is on the location talking to a family of orangutans matching the zebras story prayforfuckyouthatswhy
15638143_gab,try telling those low income disabled whites who have lost their housing due to immigrants taking the social housing those who are too scared to walk down the streets that they benefit from islam what a liar
1179096456986271744_twitter,when my big unc come back im snitchin tired of this retarded ass boi 🤦 🏽 ‍ ♀️
1207888286611582977_twitter,i always do everything last minute i fucking hate that shit already never again
4393803_gab,<user> lesbian fanatic she may represent a segment of the gay lesbian group but that it
26508378_gab,says the little leftist socialist leg humper jimmieboi why did your hitler join the gay workers party again
25475998_gab,we wuz jesus too tariq racist retarded nigger nasheed
1076934041675448320_twitter,stream a ghetto christmas carol
1091165331924631554_twitter,the gays are undoutably ruining the nation
25250464_gab,mike enoch invented slurs to slander his own side the next time you get called a larper remember they have been gaslit by kike shills
13805729_gab,when donald trump extend his moslem ban to include the whole of planet earth
1275784262072008706_twitter,<user> russia ’ neo nazi party calls itself the russian liberal democratic party
1266414967085031432_twitter,<user> soo like is she a nazi
1179034923417718790_twitter,yall favorite rappers artist can say faggot but when i say it yall try to turn up on me
20656774_gab,and the kike reveals himself in a couple of posts lol go fuck yourself shlomo
17517746_gab,vietnamese are obviously asians mizoram and assamese with slanted eyes are clearly asians living assimilating in india they are not genetically indian what are you not understanding race is different from culture
1175093_gab,so since this is my 6 6 6 th post i thought i d mention that the name baphomet the devil some worship comes from old french for mohammad coincidence or did the french know that the muzzies were demons on earth speakfreely draintheswamp maga
1178614946386579456_twitter,<user> <user> white zionist monopoly capital is the master of all opposition parties who are in parliament excluded <user> white zionist monopoly capital is the master of all saunoin excluded <user> and this wzmc fake sa media excluded <user> and <user>
13500230_gab,sorry moving to se rural ok soon an area where no niggers or other pocs except a few choctaw no bad gun laws low taxes hardly any people except a few rednecks plenty of fish hogs and deer no one gaf what you do
1077077671434055680_twitter,<user> no homo ofcourse 👌 💍
4833174_gab,trump should not judge women by their appearance they said about a man who formerly owned a multimillion dollar international company based around judging women by their appearance and only marries supermodels
11345551_gab,yes it was them evil dirty white southerners who were responsible for slavery aye kike
6839543_gab,killing each other yes but that was a white guy he attacked for no reason black on white violence is huge despite what our lying gov says they kill whites too this was another example of that non existent knock out game
1118162359716130816_twitter,<user> did not know what a nazi salute was that because all the left wing media paint everyone as nazis
